Date,Humidity,Temperature
2021/8/16 20:23:14,41.00,23.80
2021/8/16 20:23:19,41.00,23.80
2021/8/16 20:23:24,41.30,23.80
2021/8/16 20:23:30,41.20,23.70
2021/8/16 20:23:35,41.20,23.80
2021/8/16 20:23:40,41.30,23.80
2021/8/16 20:23:45,41.60,23.80
2021/8/16 20:23:50,41.20,23.80
2021/8/16 20:23:55,41.60,23.80
2021/8/16 20:24:0,42.50,23.80
2021/8/16 20:24:5,42.00,23.80
2021/8/16 20:24:10,42.10,23.90
2021/8/16 20:24:16,42.00,23.90
2021/8/16 20:24:21,42.10,23.90
2021/8/16 20:24:26,41.80,23.90
2021/8/16 20:24:31,41.20,23.90
2021/8/16 20:24:36,41.50,24.00
2021/8/16 20:24:41,41.10,24.00
2021/8/16 20:24:46,40.70,24.00
2021/8/16 20:24:51,40.60,24.00
2021/8/16 20:24:56,40.50,24.00
2021/8/16 20:25:1,40.50,24.10
2021/8/16 20:25:6,40.40,24.10
2021/8/16 20:25:12,40.40,24.10
2021/8/16 20:25:17,40.30,24.10
2021/8/16 20:25:22,40.30,24.10
2021/8/16 20:25:27,40.30,24.10
2021/8/16 20:25:32,40.30,24.10
2021/8/16 20:25:37,40.30,24.10
2021/8/16 20:25:42,40.30,24.10
2021/8/16 20:25:47,40.30,24.10
2021/8/16 20:25:52,40.30,24.10
2021/8/16 20:25:57,40.30,24.10
2021/8/16 20:26:2,40.30,24.10
2021/8/16 20:26:8,40.30,24.00
2021/8/16 20:26:13,40.40,24.00
2021/8/16 20:26:18,40.40,24.00
2021/8/16 20:26:23,40.40,24.00
2021/8/16 20:26:28,40.40,24.00
2021/8/16 20:26:33,40.50,24.00
2021/8/16 20:26:38,40.60,24.00
2021/8/16 20:26:43,40.50,23.90
2021/8/16 20:26:48,40.50,23.90
2021/8/16 20:26:53,40.60,23.90
2021/8/16 20:26:58,40.60,23.90
2021/8/16 20:27:4,40.60,23.90
2021/8/16 20:27:9,40.70,23.90
2021/8/16 20:27:18,39.30,23.80
2021/8/16 20:27:23,40.80,23.80
2021/8/16 20:27:28,40.80,23.80
2021/8/16 20:27:33,40.90,23.80
2021/8/16 20:27:39,40.80,23.80
2021/8/16 20:27:44,40.80,23.80
2021/8/16 20:27:49,41.00,23.80
2021/8/16 20:27:54,41.20,23.80
2021/8/16 20:27:59,41.70,23.80
2021/8/16 20:28:4,41.80,23.80
2021/8/16 20:28:9,41.70,23.80
2021/8/16 20:28:31,40.10,23.90
2021/8/16 20:28:36,41.50,23.90
2021/8/16 20:28:41,41.10,23.90
2021/8/16 20:28:46,41.00,23.90
2021/8/16 20:28:51,40.90,24.00
2021/8/16 20:28:56,40.80,24.00
2021/8/16 20:29:2,40.70,24.00
2021/8/16 20:29:7,40.80,24.00
2021/8/16 20:29:12,40.90,24.00
2021/8/16 20:29:17,40.90,24.10
2021/8/16 20:29:22,40.80,24.10
2021/8/16 20:29:27,40.60,24.10
2021/8/16 20:29:32,40.50,24.10
2021/8/16 20:29:37,40.40,24.10
2021/8/16 20:29:42,40.40,24.10
2021/8/16 20:29:47,40.30,24.10
2021/8/16 20:29:52,40.40,24.10
2021/8/16 20:29:58,40.40,24.10
2021/8/16 20:30:3,40.40,24.10
2021/8/16 20:30:8,40.40,24.10
2021/8/16 20:30:13,40.40,24.10
2021/8/16 20:30:18,40.30,24.10
2021/8/16 20:30:23,40.40,24.10
2021/8/16 20:30:28,40.30,24.00
2021/8/16 20:30:33,40.30,24.00
2021/8/16 20:30:38,40.40,24.00
2021/8/16 20:30:43,40.40,24.00
2021/8/16 20:30:48,40.40,24.00
2021/8/16 20:30:54,40.40,24.00
2021/8/16 20:30:59,40.50,24.00
2021/8/16 20:31:4,40.40,23.90
2021/8/16 20:31:9,40.40,23.90
2021/8/16 20:31:14,40.40,23.90
2021/8/16 20:31:19,40.40,23.90
2021/8/16 20:31:24,40.50,23.90
2021/8/16 20:31:29,40.50,23.90
2021/8/16 20:31:34,40.40,23.80
2021/8/16 20:31:39,40.50,23.80
2021/8/16 20:31:44,40.60,23.80
2021/8/16 20:31:50,40.70,23.80
2021/8/16 20:31:55,40.80,23.80
2021/8/16 20:33:57,38.60,24.20
2021/8/16 20:34:2,40.10,24.20
2021/8/16 20:34:7,40.10,24.20
2021/8/16 20:34:12,40.40,24.30
2021/8/16 20:34:17,40.00,24.30
2021/8/16 20:34:22,40.10,24.30
2021/8/16 20:34:27,40.00,24.20
2021/8/16 20:34:32,39.90,24.20
2021/8/16 20:34:37,39.60,24.20
2021/8/16 20:34:42,39.30,24.20
2021/8/16 20:34:48,39.20,24.10
2021/8/16 20:34:53,39.20,24.10
2021/8/16 20:34:58,39.30,24.10
2021/8/16 20:35:3,39.30,24.10
2021/8/16 20:35:8,39.20,24.10
2021/8/16 20:35:13,39.20,24.00
2021/8/16 20:35:18,39.30,24.10
2021/8/16 20:35:23,39.30,24.00
2021/8/16 20:35:28,39.30,24.00
2021/8/16 20:35:33,39.40,24.00
2021/8/16 20:35:38,39.40,24.00
2021/8/16 20:35:43,39.40,24.00
2021/8/16 20:35:49,39.50,24.00
2021/8/16 20:35:54,39.50,23.90
2021/8/16 20:35:59,39.60,23.90
2021/8/16 20:36:4,39.70,23.90
2021/8/16 20:36:9,39.70,23.90
2021/8/16 20:36:14,39.80,23.90
2021/8/16 20:36:19,40.10,23.90
2021/8/16 20:36:24,39.90,23.80
2021/8/16 20:36:29,39.80,23.80
2021/8/16 20:36:34,39.80,23.80
2021/8/16 20:36:39,40.40,23.80
2021/8/16 20:36:45,40.70,23.80
2021/8/16 20:36:50,40.60,23.80
2021/8/16 20:36:55,40.70,23.80
2021/8/16 20:37:0,41.10,23.80
2021/8/16 20:37:5,40.50,23.80
2021/8/16 20:37:10,40.20,23.80
2021/8/16 20:37:15,40.50,23.80
2021/8/16 20:37:20,41.10,23.90
2021/8/16 20:37:25,40.50,23.90
2021/8/16 20:37:30,40.30,23.90
2021/8/16 20:37:35,40.00,23.90
2021/8/16 20:37:41,40.10,23.90
2021/8/16 20:37:46,40.50,24.00
2021/8/16 20:37:51,40.60,24.00
2021/8/16 20:37:56,40.30,24.00
2021/8/16 20:38:1,39.90,24.00
2021/8/16 20:38:6,39.80,24.10
2021/8/16 20:38:11,39.60,24.00
2021/8/16 20:38:16,39.50,24.10
2021/8/16 20:38:21,39.50,24.10
2021/8/16 20:38:26,39.40,24.10
2021/8/16 20:38:31,39.40,24.10
2021/8/16 20:38:37,39.30,24.10
2021/8/16 20:38:42,39.30,24.10
2021/8/16 20:38:47,39.30,24.10
2021/8/16 20:38:52,39.40,24.10
2021/8/16 20:38:57,39.40,24.10
2021/8/16 20:39:2,39.40,24.10
2021/8/16 20:39:7,39.40,24.10
2021/8/16 20:39:12,39.50,24.10
2021/8/16 20:39:17,39.40,24.00
2021/8/16 20:39:23,39.50,24.00
2021/8/16 20:39:28,39.50,24.00
2021/8/16 20:39:33,39.60,24.00
2021/8/16 20:39:38,39.60,24.00
2021/8/16 20:39:43,39.70,24.00
2021/8/16 20:39:48,39.70,24.00
2021/8/16 20:39:53,39.70,23.90
2021/8/16 20:39:58,39.80,23.90
2021/8/16 20:40:3,39.80,23.90
2021/8/16 20:40:8,39.80,23.90
2021/8/16 20:40:13,39.90,23.90
2021/8/16 20:40:19,40.20,23.90
2021/8/16 20:40:24,40.10,23.80
2021/8/16 20:40:29,40.30,23.80
2021/8/16 20:40:34,40.20,23.80
2021/8/16 20:40:39,40.30,23.80
2021/8/16 20:40:44,40.40,23.80
2021/8/16 20:40:49,41.10,23.80
2021/8/16 20:40:54,41.60,23.80
2021/8/16 20:40:59,41.80,23.80
2021/8/16 20:41:4,42.20,23.80
2021/8/16 20:41:9,41.80,23.80
2021/8/16 20:41:14,41.20,23.80
2021/8/16 20:41:20,41.20,23.80
2021/8/16 20:41:25,41.10,23.80
2021/8/16 20:41:30,41.20,23.80
2021/8/16 20:41:35,41.50,23.90
2021/8/16 20:41:40,41.20,23.90
2021/8/16 20:41:45,40.90,23.90
2021/8/16 20:41:50,40.40,23.90
2021/8/16 20:41:55,40.10,23.90
2021/8/16 20:42:0,40.00,23.90
2021/8/16 20:42:6,40.10,24.00
2021/8/16 20:42:11,40.10,24.00
2021/8/16 20:42:16,39.90,24.00
2021/8/16 20:42:21,39.90,24.10
2021/8/16 20:42:26,39.90,24.10
2021/8/16 20:42:31,39.80,24.10
2021/8/16 20:42:36,39.70,24.10
2021/8/16 20:42:41,39.70,24.10
2021/8/16 20:42:46,39.60,24.10
2021/8/16 20:42:51,39.60,24.10
2021/8/16 20:42:56,39.50,24.10
2021/8/16 20:43:2,39.40,24.10
2021/8/16 20:43:7,39.40,24.10
2021/8/16 20:43:12,39.40,24.10
2021/8/16 20:43:17,39.50,24.10
2021/8/16 20:43:22,39.50,24.10
2021/8/16 20:43:27,39.60,24.10
2021/8/16 20:43:32,39.60,24.10
2021/8/16 20:43:37,39.60,24.10
2021/8/16 20:43:42,39.60,24.10
2021/8/16 20:43:47,39.60,24.00
2021/8/16 20:43:52,39.60,24.00
2021/8/16 20:43:58,39.70,24.00
2021/8/16 20:44:3,39.70,24.00
2021/8/16 20:44:8,39.80,24.00
2021/8/16 20:44:13,39.80,23.90
2021/8/16 20:44:18,39.80,23.90
2021/8/16 20:44:23,39.80,23.90
2021/8/16 20:44:28,39.90,23.90
2021/8/16 20:44:33,39.90,23.90
2021/8/16 20:44:38,40.10,23.90
2021/8/16 20:44:44,40.00,23.80
2021/8/16 20:44:49,40.00,23.80
2021/8/16 20:44:54,40.00,23.80
2021/8/16 20:44:59,40.00,23.80
2021/8/16 20:45:4,40.10,23.80
2021/8/16 20:45:9,40.40,23.80
2021/8/16 20:45:14,40.90,23.80
2021/8/16 20:45:19,41.00,23.80
2021/8/16 20:45:24,40.80,23.80
2021/8/16 20:45:29,41.00,23.80
2021/8/16 20:45:34,41.00,23.80
2021/8/16 20:45:39,40.70,23.80
2021/8/16 20:45:45,40.60,23.80
2021/8/16 20:45:50,41.80,23.90
2021/8/16 20:45:55,41.30,23.90
2021/8/16 20:46:0,40.80,23.90
2021/8/16 20:46:5,40.50,23.90
2021/8/16 20:46:10,40.30,23.90
2021/8/16 20:46:15,40.20,23.90
2021/8/16 20:46:20,40.00,24.00
2021/8/16 20:46:25,40.00,24.00
2021/8/16 20:46:30,39.90,24.00
2021/8/16 20:46:35,40.00,24.00
2021/8/16 20:46:41,39.90,24.10
2021/8/16 20:46:46,39.90,24.10
2021/8/16 20:46:51,39.80,24.10
2021/8/16 20:46:56,39.70,24.10
2021/8/16 20:47:1,39.60,24.10
2021/8/16 20:47:6,39.60,24.10
2021/8/16 20:47:11,39.50,24.10
2021/8/16 20:47:16,39.50,24.10
2021/8/16 20:47:21,39.50,24.10
2021/8/16 20:47:26,39.50,24.10
2021/8/16 20:47:31,39.50,24.10
2021/8/16 20:47:37,39.50,24.10
2021/8/16 20:47:42,39.60,24.10
2021/8/16 20:47:47,39.60,24.10
2021/8/16 20:47:52,39.50,24.00
2021/8/16 20:47:57,39.60,24.00
2021/8/16 20:48:2,39.60,24.00
2021/8/16 20:48:7,39.70,24.00
2021/8/16 20:48:12,39.70,24.00
2021/8/16 20:48:17,39.70,24.00
2021/8/16 20:48:22,39.70,23.90
2021/8/16 20:48:27,39.80,23.90
2021/8/16 20:48:33,39.80,23.90
2021/8/16 20:48:38,39.90,23.90
2021/8/16 20:48:43,39.90,23.90
2021/8/16 20:48:48,40.00,23.90
2021/8/16 20:48:53,40.00,23.90
2021/8/16 20:48:58,40.10,23.90
2021/8/16 20:49:3,40.10,23.80
2021/8/16 20:49:8,40.10,23.80
2021/8/16 20:49:13,40.30,23.80
2021/8/16 20:49:18,40.40,23.80
2021/8/16 20:49:23,40.50,23.80
2021/8/16 20:49:28,40.20,23.80
2021/8/16 20:49:34,40.00,23.80
2021/8/16 20:49:39,39.90,23.80
2021/8/16 20:49:44,40.00,23.80
2021/8/16 20:49:49,40.50,23.80
2021/8/16 20:49:54,41.20,23.90
2021/8/16 20:49:59,40.80,23.90
2021/8/16 20:50:4,40.50,23.90
2021/8/16 20:50:9,40.20,23.90
2021/8/16 20:50:14,40.00,23.90
2021/8/16 20:50:20,39.80,23.90
2021/8/16 20:50:25,39.80,24.00
2021/8/16 20:50:30,39.80,24.00
2021/8/16 20:50:35,39.70,24.00
2021/8/16 20:50:40,39.80,24.00
2021/8/16 20:50:45,39.70,24.00
2021/8/16 20:50:50,39.80,24.10
2021/8/16 20:50:55,39.70,24.10
2021/8/16 20:51:0,39.60,24.10
2021/8/16 20:51:5,39.60,24.10
2021/8/16 20:51:10,39.50,24.00
2021/8/16 20:51:16,39.50,24.10
2021/8/16 20:51:21,39.50,24.00
2021/8/16 20:51:26,39.50,24.10
2021/8/16 20:51:31,39.50,24.10
2021/8/16 20:51:36,39.50,24.00
2021/8/16 20:51:41,39.50,24.00
2021/8/16 20:51:46,39.50,24.00
2021/8/16 20:51:51,39.60,24.00
2021/8/16 20:51:56,39.60,24.00
2021/8/16 20:52:1,39.60,24.00
2021/8/16 20:52:6,39.70,23.90
2021/8/16 20:52:12,39.70,23.90
2021/8/16 20:52:17,39.80,23.90
2021/8/16 20:52:22,39.80,23.90
2021/8/16 20:52:27,39.80,23.80
2021/8/16 20:52:32,40.00,23.80
2021/8/16 20:52:37,40.30,23.80
2021/8/16 20:52:42,40.40,23.80
2021/8/16 20:52:47,40.40,23.80
2021/8/16 20:52:52,40.40,23.80
2021/8/16 20:52:57,40.20,23.80
2021/8/16 20:53:2,40.10,23.80
2021/8/16 20:53:8,40.10,23.80
2021/8/16 20:53:13,40.20,23.80
2021/8/16 20:53:18,40.30,23.80
2021/8/16 20:53:23,40.70,23.80
2021/8/16 20:53:28,41.00,23.70
2021/8/16 20:53:33,41.30,23.80
2021/8/16 20:53:38,41.40,23.80
2021/8/16 20:53:43,41.40,23.80
2021/8/16 20:53:48,40.90,23.80
2021/8/16 20:53:53,40.40,23.80
2021/8/16 20:53:58,40.10,23.80
2021/8/16 20:54:4,40.10,23.90
2021/8/16 20:54:9,40.00,23.90
2021/8/16 20:54:14,40.00,23.90
2021/8/16 20:54:19,40.00,23.90
2021/8/16 20:54:24,39.90,23.90
2021/8/16 20:54:29,39.80,23.90
2021/8/16 20:54:34,39.70,23.90
2021/8/16 20:54:39,39.70,24.00
2021/8/16 20:54:44,39.70,24.00
2021/8/16 20:54:49,39.70,24.00
2021/8/16 20:54:55,39.80,24.00
2021/8/16 20:55:0,39.80,24.10
2021/8/16 20:55:5,39.60,24.10
2021/8/16 20:55:10,39.50,24.10
2021/8/16 20:55:15,39.50,24.10
2021/8/16 20:55:20,39.40,24.10
2021/8/16 20:55:25,39.40,24.10
2021/8/16 20:55:30,39.40,24.10
2021/8/16 20:55:35,39.40,24.10
2021/8/16 20:55:40,39.40,24.10
2021/8/16 20:55:45,39.40,24.10
2021/8/16 20:55:51,39.40,24.10
2021/8/16 20:55:56,39.40,24.10
2021/8/16 20:56:1,39.50,24.10
2021/8/16 20:56:6,39.50,24.00
2021/8/16 20:56:11,39.50,24.00
2021/8/16 20:56:16,39.60,24.00
2021/8/16 20:56:21,39.60,24.00
2021/8/16 20:56:26,39.60,24.00
2021/8/16 20:56:31,39.60,24.00
2021/8/16 20:56:36,39.60,24.00
2021/8/16 20:56:41,39.70,23.90
2021/8/16 20:56:47,39.70,23.90
2021/8/16 20:56:52,39.70,23.90
2021/8/16 20:56:57,39.80,23.90
2021/8/16 20:57:2,39.80,23.90
2021/8/16 20:57:7,39.90,23.90
2021/8/16 20:57:12,40.10,23.90
2021/8/16 20:57:17,39.90,23.80
2021/8/16 20:57:22,39.90,23.80
2021/8/16 20:57:27,39.90,23.80
2021/8/16 20:57:32,39.90,23.80
2021/8/16 20:57:37,40.10,23.80
2021/8/16 20:57:43,40.70,23.80
2021/8/16 20:57:48,41.00,23.80
2021/8/16 20:57:53,40.90,23.80
2021/8/16 20:57:58,40.70,23.80
2021/8/16 20:58:3,41.30,23.80
2021/8/16 20:58:8,40.80,23.80
2021/8/16 20:58:13,40.40,23.80
2021/8/16 20:58:18,40.30,23.80
2021/8/16 20:58:23,40.00,23.80
2021/8/16 20:58:28,39.90,23.90
2021/8/16 20:58:33,39.80,23.90
2021/8/16 20:58:39,39.70,23.90
2021/8/16 20:58:44,39.80,23.90
2021/8/16 20:58:49,39.80,23.90
2021/8/16 20:58:54,40.00,24.00
2021/8/16 20:58:59,39.70,24.00
2021/8/16 20:59:4,39.60,24.00
2021/8/16 20:59:9,39.80,24.00
2021/8/16 20:59:14,39.70,24.00
2021/8/16 20:59:19,39.60,24.10
2021/8/16 20:59:24,39.60,24.10
2021/8/16 20:59:29,39.50,24.10
2021/8/16 20:59:35,39.40,24.10
2021/8/16 20:59:40,39.30,24.10
2021/8/16 20:59:45,39.30,24.10
2021/8/16 20:59:50,39.30,24.00
2021/8/16 20:59:55,39.30,24.00
2021/8/16 21:0:0,39.40,24.10
2021/8/16 21:0:5,39.30,24.00
2021/8/16 21:0:10,39.30,24.00
2021/8/16 21:0:15,39.40,24.00
2021/8/16 21:0:21,39.50,24.00
2021/8/16 21:0:26,39.50,24.00
2021/8/16 21:0:31,39.60,24.00
2021/8/16 21:0:36,39.70,24.00
2021/8/16 21:0:41,39.70,23.90
2021/8/16 21:0:46,39.70,23.90
2021/8/16 21:0:51,39.80,23.90
2021/8/16 21:0:56,39.80,23.90
2021/8/16 21:1:1,39.90,23.90
2021/8/16 21:1:6,39.80,23.80
2021/8/16 21:1:11,40.10,23.80
2021/8/16 21:1:16,40.40,23.80
2021/8/16 21:1:22,40.40,23.80
2021/8/16 21:1:27,40.40,23.80
2021/8/16 21:1:32,40.20,23.70
2021/8/16 21:1:37,40.60,23.80
2021/8/16 21:1:42,40.40,23.70
2021/8/16 21:1:47,40.50,23.70
2021/8/16 21:1:52,40.40,23.80
2021/8/16 21:1:57,40.10,23.80
2021/8/16 21:2:2,40.50,23.80
2021/8/16 21:2:7,40.50,23.80
2021/8/16 21:2:12,40.40,23.80
2021/8/16 21:2:18,40.90,23.80
2021/8/16 21:2:23,41.00,23.80
2021/8/16 21:2:28,40.50,23.90
2021/8/16 21:2:33,40.10,23.90
2021/8/16 21:2:38,40.00,23.90
2021/8/16 21:2:43,39.80,23.90
2021/8/16 21:2:48,39.80,23.90
2021/8/16 21:2:53,39.70,23.90
2021/8/16 21:2:58,39.80,24.00
2021/8/16 21:3:3,39.80,24.00
2021/8/16 21:3:8,39.70,24.00
2021/8/16 21:3:14,39.70,24.00
2021/8/16 21:3:19,39.70,24.10
2021/8/16 21:3:24,39.60,24.00
2021/8/16 21:3:29,39.40,24.00
2021/8/16 21:3:34,39.50,24.10
2021/8/16 21:3:39,39.40,24.10
2021/8/16 21:3:44,39.30,24.10
2021/8/16 21:3:49,39.30,24.10
2021/8/16 21:3:54,39.30,24.10
2021/8/16 21:3:59,39.30,24.10
2021/8/16 21:4:4,39.30,24.10
2021/8/16 21:4:9,39.30,24.00
2021/8/16 21:4:15,39.30,24.00
2021/8/16 21:4:20,39.30,24.00
2021/8/16 21:4:25,39.40,24.00
2021/8/16 21:4:30,39.40,24.00
2021/8/16 21:4:35,39.40,24.00
2021/8/16 21:4:40,39.50,24.00
2021/8/16 21:4:45,39.50,24.00
2021/8/16 21:4:50,39.50,24.00
2021/8/16 21:4:55,39.50,23.90
2021/8/16 21:5:0,39.60,23.90
2021/8/16 21:5:6,39.60,23.90
2021/8/16 21:5:11,39.60,23.90
2021/8/16 21:5:16,39.60,23.80
2021/8/16 21:5:21,39.80,23.80
2021/8/16 21:5:26,40.00,23.80
2021/8/16 21:5:31,39.90,23.80
2021/8/16 21:5:36,39.90,23.80
2021/8/16 21:5:41,40.00,23.70
2021/8/16 21:5:46,40.10,23.80
2021/8/16 21:5:51,40.90,23.80
2021/8/16 21:5:57,40.70,23.80
2021/8/16 21:6:2,40.70,23.80
2021/8/16 21:6:7,41.20,23.70
2021/8/16 21:6:12,41.20,23.70
2021/8/16 21:6:17,40.90,23.70
2021/8/16 21:6:22,40.40,23.70
2021/8/16 21:6:27,40.20,23.80
2021/8/16 21:6:32,40.00,23.80
2021/8/16 21:6:37,40.00,23.80
2021/8/16 21:6:42,39.90,23.80
2021/8/16 21:6:47,39.90,23.80
2021/8/16 21:6:52,39.90,23.80
2021/8/16 21:6:58,39.90,23.80
2021/8/16 21:7:3,39.90,23.80
2021/8/16 21:7:8,39.90,23.90
2021/8/16 21:7:13,39.80,23.90
2021/8/16 21:7:18,39.60,23.90
2021/8/16 21:7:23,39.50,23.90
2021/8/16 21:7:28,39.50,23.90
2021/8/16 21:7:33,39.60,23.90
2021/8/16 21:7:38,39.60,24.00
2021/8/16 21:7:43,39.60,24.00
2021/8/16 21:7:48,39.50,24.00
2021/8/16 21:7:54,39.80,24.00
2021/8/16 21:7:59,39.60,24.00
2021/8/16 21:8:4,39.50,24.10
2021/8/16 21:8:9,39.40,24.00
2021/8/16 21:8:14,39.40,24.10
2021/8/16 21:8:19,39.30,24.10
2021/8/16 21:8:24,39.30,24.10
2021/8/16 21:8:29,39.20,24.10
2021/8/16 21:8:34,39.20,24.10
2021/8/16 21:8:39,39.20,24.10
2021/8/16 21:8:44,39.20,24.00
2021/8/16 21:8:50,39.20,24.00
2021/8/16 21:8:55,39.20,24.00
2021/8/16 21:9:0,39.20,24.00
2021/8/16 21:9:5,39.30,24.00
2021/8/16 21:9:10,39.30,24.00
2021/8/16 21:9:15,39.30,24.00
2021/8/16 21:9:20,39.30,23.90
2021/8/16 21:9:25,39.40,23.90
2021/8/16 21:9:30,39.50,23.90
2021/8/16 21:9:35,39.50,23.90
2021/8/16 21:9:40,39.50,23.80
2021/8/16 21:9:45,39.80,23.80
2021/8/16 21:9:51,40.00,23.80
2021/8/16 21:9:56,40.00,23.80
2021/8/16 21:10:1,39.80,23.80
2021/8/16 21:10:6,39.70,23.70
2021/8/16 21:10:11,39.80,23.80
2021/8/16 21:10:16,39.70,23.70
2021/8/16 21:10:21,39.70,23.70
2021/8/16 21:10:26,39.70,23.70
2021/8/16 21:10:31,39.80,23.80
2021/8/16 21:10:37,39.60,23.70
2021/8/16 21:10:42,39.60,23.70
2021/8/16 21:10:47,39.70,23.80
2021/8/16 21:10:52,39.80,23.80
2021/8/16 21:10:57,39.90,23.80
2021/8/16 21:11:2,39.80,23.80
2021/8/16 21:11:7,39.70,23.80
2021/8/16 21:11:12,39.60,23.80
2021/8/16 21:11:17,39.70,23.80
2021/8/16 21:11:22,39.60,23.80
2021/8/16 21:11:27,39.80,23.90
2021/8/16 21:11:33,39.80,23.90
2021/8/16 21:11:38,39.80,23.90
2021/8/16 21:11:43,39.80,23.90
2021/8/16 21:11:48,39.80,23.90
2021/8/16 21:11:53,39.60,23.90
2021/8/16 21:11:58,39.50,24.00
2021/8/16 21:12:3,39.60,24.00
2021/8/16 21:12:8,39.60,24.00
2021/8/16 21:12:13,39.80,24.00
2021/8/16 21:12:18,39.60,24.00
2021/8/16 21:12:23,39.50,24.00
2021/8/16 21:12:29,39.40,24.00
2021/8/16 21:12:34,39.30,24.00
2021/8/16 21:12:39,39.30,24.00
2021/8/16 21:12:44,39.30,24.00
2021/8/16 21:12:49,39.30,24.00
2021/8/16 21:12:54,39.30,24.00
2021/8/16 21:12:59,39.30,24.00
2021/8/16 21:13:4,39.20,23.90
2021/8/16 21:13:9,39.30,23.90
2021/8/16 21:13:14,39.30,23.90
2021/8/16 21:13:19,39.40,23.90
2021/8/16 21:13:24,39.50,23.90
2021/8/16 21:13:30,39.50,23.80
2021/8/16 21:13:35,39.50,23.80
2021/8/16 21:13:40,39.60,23.80
2021/8/16 21:13:45,39.70,23.80
2021/8/16 21:13:50,39.70,23.70
2021/8/16 21:13:55,39.60,23.70
2021/8/16 21:14:0,39.80,23.70
2021/8/16 21:14:5,39.80,23.70
2021/8/16 21:14:10,39.70,23.80
2021/8/16 21:14:15,40.00,23.80
2021/8/16 21:14:20,40.40,23.80
2021/8/16 21:14:26,40.30,23.80
2021/8/16 21:14:31,40.10,23.80
2021/8/16 21:14:36,39.80,23.80
2021/8/16 21:14:41,39.70,23.80
2021/8/16 21:14:46,39.70,23.80
2021/8/16 21:14:51,39.80,23.80
2021/8/16 21:14:56,39.70,23.80
2021/8/16 21:15:1,39.60,23.80
2021/8/16 21:15:6,39.50,23.90
2021/8/16 21:15:11,39.50,23.90
2021/8/16 21:15:16,39.50,23.90
2021/8/16 21:15:22,39.50,23.90
2021/8/16 21:15:27,39.50,24.00
2021/8/16 21:15:32,39.40,24.00
2021/8/16 21:15:37,39.60,24.00
2021/8/16 21:15:42,39.50,24.00
2021/8/16 21:15:47,39.30,24.00
2021/8/16 21:15:52,39.30,24.00
2021/8/16 21:15:57,39.30,24.10
2021/8/16 21:16:2,39.10,24.00
2021/8/16 21:16:8,39.20,24.10
2021/8/16 21:16:13,39.10,24.10
2021/8/16 21:16:18,39.10,24.10
2021/8/16 21:16:23,39.10,24.00
2021/8/16 21:16:28,39.10,24.00
2021/8/16 21:16:33,39.10,24.00
2021/8/16 21:16:38,39.10,24.00
2021/8/16 21:16:43,39.10,24.00
2021/8/16 21:16:48,39.10,23.90
2021/8/16 21:16:53,39.20,24.00
2021/8/16 21:16:58,39.20,23.90
2021/8/16 21:17:4,39.20,23.90
2021/8/16 21:17:9,39.30,23.90
2021/8/16 21:17:14,39.30,23.90
2021/8/16 21:17:19,39.30,23.90
2021/8/16 21:17:24,39.40,23.90
2021/8/16 21:17:29,39.80,23.80
2021/8/16 21:17:34,39.70,23.80
2021/8/16 21:17:39,39.60,23.80
2021/8/16 21:17:44,39.60,23.80
2021/8/16 21:17:49,39.60,23.80
2021/8/16 21:17:54,39.80,23.80
2021/8/16 21:17:59,40.00,23.80
2021/8/16 21:18:5,40.30,23.80
2021/8/16 21:18:10,40.70,23.70
2021/8/16 21:18:15,40.70,23.80
2021/8/16 21:18:20,40.40,23.70
2021/8/16 21:18:25,40.20,23.70
2021/8/16 21:18:30,40.30,23.80
2021/8/16 21:18:35,40.70,23.70
2021/8/16 21:18:40,40.10,23.80
2021/8/16 21:18:45,39.80,23.80
2021/8/16 21:18:50,39.60,23.80
2021/8/16 21:18:55,39.70,23.80
2021/8/16 21:19:1,39.70,23.80
2021/8/16 21:19:6,39.70,23.90
2021/8/16 21:19:11,39.50,23.90
2021/8/16 21:19:16,39.40,23.90
2021/8/16 21:19:21,39.30,23.90
2021/8/16 21:19:26,39.20,23.90
2021/8/16 21:19:31,39.30,24.00
2021/8/16 21:19:36,39.30,24.00
2021/8/16 21:19:41,39.30,24.00
2021/8/16 21:19:46,39.30,24.00
2021/8/16 21:19:51,39.20,24.00
2021/8/16 21:19:57,39.20,24.00
2021/8/16 21:20:2,39.20,24.00
2021/8/16 21:20:7,39.20,24.10
2021/8/16 21:20:12,39.10,24.10
2021/8/16 21:20:17,39.00,24.00
2021/8/16 21:20:22,39.10,24.10
2021/8/16 21:20:27,39.10,24.10
2021/8/16 21:20:32,39.10,24.10
2021/8/16 21:20:37,39.00,24.00
2021/8/16 21:20:43,39.10,24.00
2021/8/16 21:20:48,39.00,24.00
2021/8/16 21:20:53,39.10,24.00
2021/8/16 21:20:58,39.10,24.00
2021/8/16 21:21:3,39.10,24.00
2021/8/16 21:21:8,39.10,24.00
2021/8/16 21:21:13,39.10,23.90
2021/8/16 21:21:18,39.20,23.90
2021/8/16 21:21:23,39.20,23.90
2021/8/16 21:21:28,39.30,23.90
2021/8/16 21:21:33,39.50,23.80
2021/8/16 21:21:39,39.50,23.80
2021/8/16 21:21:44,39.40,23.80
2021/8/16 21:21:49,39.50,23.80
2021/8/16 21:21:54,39.50,23.80
2021/8/16 21:21:59,39.80,23.70
